userId,beerId,rating,beerName,beerStyle
147,90,4.0,Stone Smoked Porter,American Porter
220,48969,4.5,2009 Correction Ale,American IPA
1141,14735,3.0,Solstice D'hiver,American Barleywine
1471,5490,4.5,Dark Horse One Oatmeal Stout Ale,Oatmeal Stout
418,2654,4.5,Left Hand Imperial Stout,Russian Imperial Stout
922,8045,4.5,Trappist Achel 8° Bruin,Dubbel
3,6,5.0,Turbodog,English Brown Ale
10099,6108,4.5,60 Minute IPA,American IPA
17981,46365,4.5,Guava Grove Saison,Saison / Farmhouse Ale
113,571,4.5,Samuel Smith's Oatmeal Stout,Oatmeal Stout
140,1904,5.0,Sierra Nevada Celebration Ale,American IPA
147,88,4.0,Stone IPA (India Pale Ale),American IPA
359,926,4.0,Theakston Old Peculier,Old Ale
140,283,4.5,Sierra Nevada Stout,American Stout
113,571,4.0,Samuel Smith's Oatmeal Stout,Oatmeal Stout
41,139,4.0,Corsendonk Agnus / Abbey Pale Ale,Tripel
694,18305,4.0,DreamWeaver Wheat,Hefeweizen
1199,5441,4.0,Founders Centennial IPA,American IPA
112,412,4.5,Old Rasputin Russian Imperial Stout,Russian Imperial Stout
106,3160,2.0,Schlitz O.M.L. (Malt Liquor),American Malt Liquor
45,680,5.0,Brooklyn Black Chocolate Stout,Russian Imperial Stout
13307,56836,3.5,Beer Hop Breakfast,American Black Ale
874,2762,2.5,OB Lager Beer,American Adjunct Lager
16759,42075,4.0,Pine Belt Pale Ale,American Pale Ale (APA)
590,2810,4.0,Coffee Stout,American Stout
16057,40628,3.0,Big Swell IPA,American IPA
184,590,4.5,La Trappe Blond (Koningshoeven / Dominus),Belgian Pale Ale
73,12895,3.5,Great Lakes Anniversary Ale,Tripel
105,2280,2.5,Miller Genuine Draft,American Adjunct Lager
94,3128,3.5,Long Trail Ale,Altbier
132,358,4.0,XS Imperial India Pale Ale,American Double / Imperial IPA
3,7,4.0,Purple Haze,Fruit / Vegetable Beer
1549,1999,3.5,Christmas Ale,American Brown Ale
741,3458,3.5,White Beer,Witbier
417,1246,3.5,Schell's Pils,German Pilsener
63,34420,4.5,The Abyss,American Double / Imperial Stout
751,2973,4.0,Scape Goat Pale Ale,American Pale Ale (APA)
2372,47152,4.0,Terrapin Monk's Revenge,Belgian IPA
450,1510,3.5,Yards Saison,Saison / Farmhouse Ale
105,332,3.0,Miller Lite,Light Lager
132,56447,2.5,Double Mocha Porter,American Porter
30,22352,3.5,Maharaja,American Double / Imperial IPA
898,50530,5.0,Heavy Seas - Big DIPA,American Double / Imperial IPA
392,51007,2.5,Fourteen Ale,Wheatwine
132,2679,4.0,Younger's Special Bitter,English Bitter
112,412,4.0,Old Rasputin Russian Imperial Stout,Russian Imperial Stout
29,31731,4.0,Michelob Porter,American Porter
9629,54845,4.0,Short's Uncle Steve's Irish Stout,Irish Dry Stout
140,1904,4.5,Sierra Nevada Celebration Ale,American IPA
635,1694,4.5,Hercule Stout,Russian Imperial Stout
2743,36727,4.0,Green Flash Le Freak,Belgian IPA
10541,36269,4.0,Cucapá Obscura,American Brown Ale
17161,43011,2.5,Holy Mackerel Mack In Black,American Strong Ale
68,52855,4.0,Raging Bitch Belgian-Style IPA,Belgian IPA
637,1717,4.5,Saison Dupont,Saison / Farmhouse Ale
287,1444,5.0,Bell's Expedition Stout,Russian Imperial Stout
694,18305,4.0,DreamWeaver Wheat,Hefeweizen
357,28565,3.0,Sea Hag IPA,American IPA
359,926,3.5,Theakston Old Peculier,Old Ale
14,6523,4.5,Great Pumpkin Ale,Pumpkin Ale
103,13726,4.0,Wailing Wench,American Strong Ale
15189,47602,4.5,Aces & Ates,American Stout
119,47140,3.5,Otter Creek Russian Imperial Stout,Russian Imperial Stout
45,2231,3.0,Brooklyn Monster Ale,English Barleywine
394,7063,3.5,Stoudt's Winter Ale (2008-2009),American Porter
33,85,4.5,Coffeehouse Porter,American Porter
10099,33832,3.5,Palo Santo Marron,American Brown Ale
10099,1180,3.5,Raison D'etre,Belgian Strong Dark Ale
141,16403,4.0,"Smuttynose IPA ""Finest Kind""",American IPA
96,8944,3.5,Thumbsucker,Russian Imperial Stout
396,31484,4.0,AleSmith Speedway Stout - Barrel Aged,American Double / Imperial Stout
105,1299,2.5,Icehouse,American Adjunct Lager
28,2550,4.0,Anchor Summer Beer,American Pale Wheat Ale
604,1602,3.0,Bush Ambrée,Belgian Strong Pale Ale
156,117,2.5,Maple Nut Brown Ale,American Brown Ale
156,115,4.0,Butthead Doppelbock,Doppelbock
26,9478,4.5,Gumballhead,American Pale Wheat Ale
10099,9086,2.0,120 Minute IPA,American Double / Imperial IPA
209,34781,3.0,Guinness Draught  Extra Cold,Irish Dry Stout
132,702,4.0,Juniper Pale Ale,Herbed / Spiced Beer
789,56081,4.0,Lilja's Sasquatch Stout,American Stout
5318,33243,4.0,Wipeout I.P.A.,American IPA
147,4083,4.5,Stone Ruination IPA,American Double / Imperial IPA
306,63224,3.0,Blue Moon Winter Abbey Ale,Dubbel
575,918,2.0,Foster's Lager,American Adjunct Lager
267,740,5.0,Odell 90 Shilling Ale,Scottish Ale
10099,199,3.5,Immort Ale,American Strong Ale
209,57285,3.0,Guinness Black Lager,Euro Dark Lager
1141,15760,4.0,Rigor Mortis ABT,Quadrupel (Quad)
2874,49728,4.0,St. Feuillien Saison,Saison / Farmhouse Ale
16866,53132,3.5,Rugbrød,Rye Beer
17981,46363,4.0,Jai Alai IPA,American IPA
394,1622,4.0,Stoudt's Scarlet Lady ESB,Extra Special / Strong Bitter (ESB)
1549,3968,4.0,India Pale Ale,English India Pale Ale (IPA)
35,67040,4.0,Samuel Adams East-West Kölsch,Kölsch
13014,28203,5.0,Furious,American IPA
345,46385,4.5,Yakima Glory,American Black Ale
30,28204,4.0,Mephistopheles' Stout,American Double / Imperial Stout
306,1212,4.0,Blue Moon Belgian White,Witbier
158,19216,3.0,Oak Aged Yeti Imperial Stout,Russian Imperial Stout
18134,1119,3.0,Redhook ESB,Extra Special / Strong Bitter (ESB)
710,2967,4.0,Leinenkugel's Berry Weiss,Fruit / Vegetable Beer
16589,48186,4.0,Planet Bean Coffee Stout,American Stout
68,19651,3.0,Dogtoberfest,Märzen / Oktoberfest
16866,42587,3.5,Black Orchard,Belgian Dark Ale
99,23155,4.5,Saranac Summer Ale,American Pale Wheat Ale
259,1708,5.0,St. Bernardus Abt 12,Quadrupel (Quad)
454,6407,4.0,Arcadia Imperial Stout,Russian Imperial Stout
30,60838,3.5,Joe's Premium American Pilsner,American Pale Lager
306,837,2.5,Coors Light,Light Lager
215,672,4.0,Chimay Première (Red),Dubbel
22951,58609,4.5,Clementine,Witbier
364,2865,4.5,Maritime Pacific Jolly Roger Christmas Ale,Winter Warmer
3818,21100,3.0,Oat (Imperial Oatmeal Stout),American Double / Imperial Stout
130,2177,3.0,Singletrack Copper Ale,American Pale Ale (APA)
412,26383,3.5,Mönchshof Kellerbier (Kellerbräu),Keller Bier / Zwickel Bier
610,2751,4.0,Racer 5 India Pale Ale,American IPA
72,1934,4.5,Schneider Aventinus Weizen-Eisbock,Eisbock
345,1005,4.0,HopDevil Ale,American IPA
694,4109,4.0,Troegenator Double Bock,Doppelbock
296,33609,3.5,St. Peter's India Pale Ale,English India Pale Ale (IPA)
14064,35609,4.0,Class V Stout,American Double / Imperial Stout
710,29015,4.0,Leinenkugel's Sunset Wheat,Witbier
287,794,4.5,Bell's Amber Ale,American Amber / Red Ale
306,54083,1.5,Blue Moon Grand Cru,Witbier
5316,8716,3.5,Slipknot Imperial IPA (Brewmaster Reserve),American Double / Imperial IPA
385,3500,3.5,Cohoho Imperial IPA,American Double / Imperial IPA
22,34,4.0,La Fin Du Monde,Tripel
35,47785,3.5,Samuel Adams Double Bock (Imperial Series),Doppelbock
590,60675,4.0,Unplugged Abt,Quadrupel (Quad)
17981,60940,4.0,José Martí India Porter,American Porter
20,26,4.0,Wachusett Octoberfest Ale,American Amber / Red Ale
306,837,1.0,Coors Light,Light Lager
388,1632,1.5,Cantillon Kriek 100% Lambic,Lambic - Fruit
863,45653,4.0,Consecration,American Wild Ale
252,731,5.0,Weihenstephaner Hefeweissbier,Hefeweizen
923,13765,3.5,ESB Special Ale,Extra Special / Strong Bitter (ESB)
14879,33644,4.0,B.O.R.I.S. The Crusher Oatmeal-Imperial Stout,Russian Imperial Stout
10607,23453,4.5,Righteous Ale,Rye Beer
863,22227,3.5,Supplication,American Wild Ale
738,6424,3.5,Fantôme Saison D'Erezée - Printemps,Saison / Farmhouse Ale
141,622,4.5,Smuttynose Robust Porter,American Porter
433,1313,3.0,Molson Golden,American Blonde Ale
392,18198,4.0,Heresy,Russian Imperial Stout
651,18721,4.0,Cascazilla,American Amber / Red Ale
17981,49742,4.0,110K+OT Batch #2 - I.R.I.S.,Russian Imperial Stout
342,639,4.0,Newcastle Brown Ale,English Brown Ale
26,39,5.0,Alpha King Pale Ale,American Pale Ale (APA)
263,1324,4.0,Aecht Schlenkerla Rauchbier Urbock,Rauchbier
388,2557,4.0,Cantillon Rosé De Gambrinus,Lambic - Fruit
402,24395,3.5,Dominion Millennium Ale,English Barleywine
140,54089,3.5,Life & Limb,American Strong Ale
863,7971,5.0,Pliny The Elder,American Double / Imperial IPA
256,2147,4.0,Winterbraun,English Brown Ale
142,582,3.5,Spaten Oktoberfestbier Ur-Märzen,Märzen / Oktoberfest
590,6075,3.5,Staghorn Octoberfest,Märzen / Oktoberfest
125,383,4.5,Penn Dark,Munich Dunkel Lager
45,2231,3.5,Brooklyn Monster Ale,English Barleywine
32,2435,3.5,Beck's,German Pilsener
719,5040,3.0,Henry Weinhard's Private Reserve,American Pale Lager
9629,37483,4.0,Imperial Spruce India Pilsner,American Double / Imperial Pilsner
385,27339,3.0,Berserker Imperial Stout,American Double / Imperial Stout
1075,10784,4.5,Caldera IPA,American IPA
141,16403,5.0,"Smuttynose IPA ""Finest Kind""",American IPA
156,120,4.0,Pick Axe IPA,American IPA
739,2656,3.5,De Ranke XX Bitter,Belgian IPA
470,2137,4.0,Leffe Blonde,Belgian Pale Ale
28,665,4.0,Anchor Liberty Ale,American Pale Ale (APA)
220,22387,4.5,Lagunitas Imperial Red Ale,American Strong Ale
10099,59151,4.0,Miles Davis' Bitches Brew,Russian Imperial Stout
417,1568,4.5,Oktoberfest,Märzen / Oktoberfest
16759,42075,4.0,Pine Belt Pale Ale,American Pale Ale (APA)
470,1862,4.5,Leffe Brune / Brown,Belgian Dark Ale
140,58735,4.0,"30th Anniversary- Charlie, Fred And Ken's Bock",Maibock / Helles Bock
45,40149,4.0,Brooklyn Black OPS,Russian Imperial Stout
26,1159,3.5,Robert The Bruce Scottish Ale,Scottish Ale
261,40490,3.0,Grey Lady,Witbier
610,1657,4.0,XP Pale Ale,American Pale Ale (APA)
22,26072,4.0,Noire De Chambly / Chambly Noire,Belgian Dark Ale
63,34420,4.5,The Abyss,American Double / Imperial Stout
57,1284,3.0,Carta Blanca,American Adjunct Lager
17981,45973,4.0,Marshal Zhukov's Imperial Stout,Russian Imperial Stout
3268,7675,2.5,Smoke (Smoked Porter),American Porter
2467,33380,4.0,Panil Barriquée (Sour Version),Flanders Red Ale
94,63343,4.0,Centennial Red (Brewmaster Series),American Amber / Red Ale
287,8682,4.0,Bell's Winter White Ale,Witbier
132,361,4.0,Brutal Bitter Ale,American IPA
35,30858,2.5,Brewer Patriot Collection - 1790 Root Beer Brew,Herbed / Spiced Beer
140,55939,4.0,Hoptimum Double IPA - Beer Camp #19,American Double / Imperial IPA
13307,55288,4.5,Amarillo Single Hop IPA,American IPA
620,1661,2.5,Doppel-Hirsch,Doppelbock
335,24884,4.0,New Holland Imperial Hatter,American Double / Imperial IPA
262,62788,3.0,He'Brew Jewbelation Fourteen,American Strong Ale
23980,2842,4.0,Lord Chesterfield Ale,American Pale Ale (APA)
72,3280,4.5,Schneider Weisse Original,Hefeweizen
42,593,3.5,Rare Vos (Amber Ale),Belgian Pale Ale
3073,18014,2.5,Hop Juice Double IPA,American Double / Imperial IPA
140,3558,4.0,Sierra Nevada Summerfest Lager,Czech Pilsener
113,778,4.0,Samuel Smith's Organically Produced Lager Beer,Euro Pale Lager
401,4694,4.0,Baltika #6 Porter,Baltic Porter
132,362,3.5,Oregon Golden Ale,American Blonde Ale
224,698,3.0,St. Pauli Girl Special Dark,Munich Dunkel Lager
292,1249,3.0,Kirin Ichiban,American Pale Lager
10097,28672,2.0,UFO Raspberry Hefeweizen,Fruit / Vegetable Beer
192,1054,3.5,Trippel Belgian Style Ale,Tripel
259,1708,4.5,St. Bernardus Abt 12,Quadrupel (Quad)
313,1545,4.0,Trappist Westvleteren 12,Quadrupel (Quad)
22,43169,4.5,Quatre-Centième Brassin Commémoratif,Belgian Strong Pale Ale
454,38635,4.0,Arcadia Jaw-Jacker,Herbed / Spiced Beer
703,11485,1.5,Erdinger Oktoberfest Weissbier,Hefeweizen
10099,49838,4.5,Squall IPA,American Double / Imperial IPA
10099,3951,4.5,ApriHop,American IPA
263,1324,1.5,Aecht Schlenkerla Rauchbier Urbock,Rauchbier
16315,48274,3.5,Dogma,Herbed / Spiced Beer
306,909,4.5,Killian's Irish Red,American Amber / Red Lager
68,24071,4.5,Gonzo Imperial Porter,Baltic Porter
220,916,5.0,Lagunitas IPA,American IPA
610,3158,4.5,Hop Rod Rye,Rye Beer
196,620,2.5,Affligem Blond,Belgian Strong Pale Ale
132,1339,4.0,Hazelnut Brown Nectar,American Brown Ale
636,1710,4.5,Oude Gueuze,Gueuze
287,63989,4.0,Bell's Batch 10000,American Strong Ale
1199,5441,3.0,Founders Centennial IPA,American IPA
6372,22557,4.0,Major Tom's Pomegranate Wheat,Witbier
207,1696,5.0,Trappistes Rochefort 8,Dubbel
208,646,4.5,Westmalle Trappist Tripel,Tripel
132,354,3.5,Chipotle Ale,Chile Beer
287,17112,4.5,Bell's Hopslam Ale,American Double / Imperial IPA
1471,22381,5.0,Dark Horse Double Crooked Tree IPA,American Double / Imperial IPA
205,40177,3.5,Buffalo Bill's Blueberry Oatmeal Stout,Oatmeal Stout
870,25259,4.5,Hopsickle Imperial India Pale Ale,American Double / Imperial IPA
287,37265,4.5,Bell's Black Note Stout,American Double / Imperial Stout
48,1608,3.5,Bornem Dubbel,Dubbel
18006,48582,4.0,Daisy Cutter Pale Ale,American Pale Ale (APA)
63,6502,4.5,Cinder Cone Red,American Amber / Red Ale
26,1558,4.0,Dreadnaught IPA,American Double / Imperial IPA
42,16506,5.0,Ommegang Witte,Witbier
764,4585,3.5,Blue Point Summer Ale,American Blonde Ale
63,29209,4.0,Inversion IPA,American IPA
220,20445,4.0,Cappuccino Stout,American Double / Imperial Stout
863,9474,4.0,Temptation,American Wild Ale
2447,31763,3.0,Islander IPA,American IPA
923,21337,4.0,Decadent Imperial IPA,American Double / Imperial IPA
132,355,4.0,Dead Guy Ale,Maibock / Helles Bock
335,36835,4.5,New Holland Existential: Hopwine,American Double / Imperial IPA
700,2017,4.5,The Wise ESB,Extra Special / Strong Bitter (ESB)
140,276,4.0,Sierra Nevada Pale Ale,American Pale Ale (APA)
9629,17900,3.5,Short's Huma-Lupa-Licious IPA,American IPA
401,4695,2.0,Baltika #7 Export,Dortmunder / Export Lager
5062,25231,4.0,India Pale Ale,English India Pale Ale (IPA)
140,30420,4.5,Sierra Nevada Torpedo Extra IPA,American IPA
9790,20206,3.0,Duck-Rabbit Brown Ale,American Brown Ale
14400,37966,4.5,Tricerahops Double IPA,American Double / Imperial IPA
651,6076,3.5,Flower Power India Pale Ale,American IPA
10099,2093,4.0,90 Minute IPA,American Double / Imperial IPA
129,370,3.5,Tucher Dunkles Hefe Weizen,Dunkelweizen
677,2213,1.0,Crazy Ed's Cave Creek Chili Beer,Chile Beer
721,1996,2.5,Elephant Beer,Euro Strong Lager
16320,32846,4.0,Taras Boulba,Belgian Pale Ale
140,6549,4.0,Northern Hemisphere Harvest Wet Hop Ale,American IPA
158,17060,4.5,Hercules Double IPA,American Double / Imperial IPA
10272,39258,3.5,Rum Cask Oak Aged Beer,Scotch Ale / Wee Heavy
2681,14712,4.5,Old Chub - Scottish Style Ale,Scotch Ale / Wee Heavy
193,23506,3.5,Summer Solstice Cerveza Crema,Cream Ale
5316,23713,4.5,Session Lager,American Pale Lager
5316,7200,3.5,Wreck The Halls,American IPA
263,1324,5.0,Aecht Schlenkerla Rauchbier Urbock,Rauchbier
10099,6260,4.0,Punkin Ale,Pumpkin Ale
784,43385,4.0,Scurvy,American IPA
10097,310,2.0,Harpoon Winter Warmer,Winter Warmer
96,54540,4.0,Vinyl,American Amber / Red Lager
828,2595,4.0,Oud Beersel Oude Geuze Vieille,Gueuze
1199,17538,3.0,Founders Devil Dancer,American Double / Imperial IPA
20,23,4.0,Wachusett IPA (India Pale Ale),American IPA
73,63562,4.5,Great Lakes The Doppelrock,Doppelbock
710,3333,5.0,Leinenkugel's Original,American Adjunct Lager
548,5605,3.0,Oranjeboom Premium Lager,Euro Pale Lager
4909,65752,4.5,"Berliner Style Weisse, Brettanomyces Lambicus Special Edition",Berliner Weissbier
296,2442,5.0,St. Peter's Cream Stout,Milk / Sweet Stout
689,1965,3.5,Heavy Handed IPA,American IPA
14879,52211,4.0,Frog's Hollow Double Pumpkin Ale,Pumpkin Ale
287,17112,5.0,Bell's Hopslam Ale,American Double / Imperial IPA
142,99,4.0,Spaten Optimator,Doppelbock
1199,11757,4.0,Founders Breakfast Stout,American Double / Imperial Stout
3818,47151,4.5,Oak Aged Unearthly (Imperial India Pale Ale),American Double / Imperial IPA
302,41422,4.5,Genesee Bock,Bock
423,45541,4.5,Imperial Stout,American Double / Imperial Stout
132,54929,4.5,Chatoe Rogue First Growth Dirtoir Black Lager,Schwarzbier
2372,22042,4.0,Terrapin Rye Squared,American Double / Imperial IPA
793,5059,5.0,Lake Louie Warped Speed Scotch Ale,Scotch Ale / Wee Heavy
10990,22343,4.0,Southern Pecan,English Brown Ale
48,155,4.0,Gulden Draak (Dark Triple),Belgian Strong Dark Ale
29,5728,1.5,O'Doul's Amber,Low Alcohol Beer
113,782,4.0,Samuel Smith's Imperial Stout,Russian Imperial Stout
216,673,4.0,Rodenbach Grand Cru,Flanders Red Ale
35,38365,3.0,Samuel Adams Irish Red,Irish Red Ale
378,2077,4.0,S.O.B. (Special Old Bitter Ale),Extra Special / Strong Bitter (ESB)
345,46385,4.0,Yakima Glory,American Black Ale
1549,14366,4.5,Imperial IPA,American Double / Imperial IPA
1805,13701,4.0,Rock Art American Red Ale,American Amber / Red Ale
68,39422,4.0,Wild Dog Collaborator Doppelbock,Doppelbock
220,1372,4.0,Maximus,American Double / Imperial IPA
559,1472,3.0,Big Daddy IPA,American IPA
222,695,4.5,Duvel,Belgian Strong Pale Ale
2137,3508,4.0,Christmas Ale,Winter Warmer
75,232,4.0,Corona Extra,American Adjunct Lager
418,44706,3.0,400 Pound Monkey,English India Pale Ale (IPA)
285,776,5.0,Samichlaus Bier,Doppelbock
35,74530,4.5,Tasman Red IPA,American Amber / Red Ale
26,43684,3.5,Fantabulous Resplendence XI Anniversary Ale,American IPA
140,279,4.5,Sierra Nevada Porter,American Porter
10099,2392,3.0,World Wide Stout,American Double / Imperial Stout
180,1385,4.0,Delirium Tremens,Belgian Strong Pale Ale
5316,21364,4.5,Old Boardhead Barleywine Ale,American Barleywine
48,1645,3.5,Bruegel Amber Ale,Belgian Pale Ale
252,731,4.5,Weihenstephaner Hefeweissbier,Hefeweizen
812,2519,5.0,Marin India Pale Ale,American IPA
738,21593,4.0,Fantôme Chocolat,Saison / Farmhouse Ale
1199,47658,5.0,Founders CBS Imperial Stout,American Double / Imperial Stout
63,34420,4.5,The Abyss,American Double / Imperial Stout
10607,23453,5.0,Righteous Ale,Rye Beer
147,6301,4.5,Stone Levitation Ale,American Amber / Red Ale
4,59,3.5,Allagash White,Witbier
142,904,4.5,Franziskaner Club-Weisse Kristalklar,Kristalweizen
345,59987,4.0,Summer Love,American Blonde Ale
201,817,3.5,De Dolle Stille Nacht,Belgian Strong Pale Ale
423,43590,3.5,Pilsner,German Pilsener
16866,42878,4.0,Trade Winds Tripel,Tripel
13884,30546,4.0,Peak Organic Nut Brown Ale,English Brown Ale
33,1112,4.0,Berkshire Russian Imperial Stout,Russian Imperial Stout
22,33,4.0,Maudite,Belgian Strong Dark Ale
710,2967,3.0,Leinenkugel's Berry Weiss,Fruit / Vegetable Beer
394,2106,4.5,Stoudt's Gold Lager,Munich Helles Lager
345,1010,4.0,Prima Pils,German Pilsener
28,63,4.5,Anchor Steam Beer,California Common / Steam Beer
607,2655,5.0,Ramstein Blonde Wheat Beer,Hefeweizen
1199,35036,3.5,Founders Backwoods Bastard,Scotch Ale / Wee Heavy
16315,64154,4.5,Hardcore IPA (2nd Ed. 9.2%),American Double / Imperial IPA
35,104,3.5,Samuel Adams Boston Lager,Vienna Lager
207,645,4.5,Trappistes Rochefort 10,Quadrupel (Quad)
96,52704,4.0,Howl,Schwarzbier
10099,18862,5.0,Burton Baton,American Double / Imperial IPA
18149,42491,4.0,Inferno Ale,Belgian Strong Pale Ale
45,146,2.5,Brooklyn Brown Ale,American Brown Ale
220,57912,3.5,A Little Sumpin' Wild,Belgian IPA
412,1229,4.5,Kapuziner Weissbier,Hefeweizen
9790,20216,4.5,Duck-Rabbit Milk Stout,Milk / Sweet Stout
2743,36727,4.0,Green Flash Le Freak,Belgian IPA
337,1072,3.5,Saint Arnold Oktoberfest,Märzen / Oktoberfest
158,60832,4.0,Rumble IPA,American IPA
29,8842,2.5,Bare Knuckle Stout,Irish Dry Stout
141,184,2.5,Smuttynose Old Brown Dog Ale,American Brown Ale
684,9490,4.5,Old Woody,Old Ale
9,19,4.5,Mackeson Triple XXX Stout,Milk / Sweet Stout
132,51268,3.0,John John Hazelnut (Rum Barrel Aged),American Brown Ale
10099,2093,4.5,90 Minute IPA,American Double / Imperial IPA
590,28268,4.0,Yokel,Keller Bier / Zwickel Bier
35,1879,4.0,Samuel Adams Cream Stout,Milk / Sweet Stout
623,1901,4.5,Zywiec Porter,Baltic Porter
3818,40058,4.5,Choklat,American Double / Imperial Stout
35,104,4.0,Samuel Adams Boston Lager,Vienna Lager
8,46205,4.0,X-114 IPA,American IPA
42,141,4.0,Hennepin (Farmhouse Saison),Saison / Farmhouse Ale
3,39390,4.0,Jockamo IPA,American IPA
63,34420,5.0,The Abyss,American Double / Imperial Stout
339,53950,4.5,Exit 1,Foreign / Export Stout
158,12013,3.5,Yeti Imperial Stout,Russian Imperial Stout
335,5428,3.5,New Holland Dragon's Milk Oak Barrel Ale,American Stout
28,1445,4.0,Anchor Old Foghorn,English Barleywine
609,40988,4.0,Reunion '08,Rye Beer
651,41384,3.0,TEN,American Strong Ale
13014,28203,3.0,Furious,American IPA
112,412,4.5,Old Rasputin Russian Imperial Stout,Russian Imperial Stout
259,722,3.5,St. Bernardus Tripel,Tripel
1471,3877,4.0,Dark Horse Reserve Special Black Bier Ale,American Strong Ale
222,695,4.5,Duvel,Belgian Strong Pale Ale
1549,1157,4.5,Honker's Ale,English Bitter
22,33,3.5,Maudite,Belgian Strong Dark Ale
144,999,3.0,Brewmaster's Premium Reserve Russian Imperial Stout,Russian Imperial Stout
192,607,4.0,Fat Tire Amber Ale,American Amber / Red Ale
147,1160,3.0,Stone Imperial Russian Stout,Russian Imperial Stout
112,403,4.0,ACME California IPA,American IPA
337,1072,3.5,Saint Arnold Oktoberfest,Märzen / Oktoberfest
10099,49838,4.5,Squall IPA,American Double / Imperial IPA
23922,65842,3.5,Stowaway I.P.A,American IPA
68,204,4.0,Old Scratch Amber Lager,California Common / Steam Beer
208,674,4.0,Westmalle Trappist Dubbel,Dubbel
18149,42816,4.5,Isabelle Proximus,American Wild Ale
26,29127,4.0,Broo Doo,American IPA
337,1065,4.5,Saint Arnold Amber Ale,American Amber / Red Ale
220,48385,4.5,Undercover Investigation Shut-down Ale,American Strong Ale
5316,50740,4.0,Session Black Lager,Schwarzbier
697,4770,4.5,Hitachino Nest Red Rice Ale,Belgian Strong Pale Ale
655,1798,2.0,Boddingtons Pub Ale,English Pale Ale
450,1336,4.0,Extra Special Ale (ESA),Extra Special / Strong Bitter (ESB)
4,27837,4.0,Allagash Interlude,American Wild Ale
113,571,5.0,Samuel Smith's Oatmeal Stout,Oatmeal Stout
267,35626,4.5,Odell IPA,American IPA
10099,32437,4.5,Black & Blue,Fruit / Vegetable Beer
590,2810,3.5,Coffee Stout,American Stout
139,693,3.0,Shipyard IPA,English India Pale Ale (IPA)
30,28204,3.5,Mephistopheles' Stout,American Double / Imperial Stout
1075,10785,4.0,Ashland Amber,American Amber / Red Ale
119,14172,4.5,Wolaver's Oatmeal Stout,Oatmeal Stout
345,1013,4.0,Storm King Stout,Russian Imperial Stout
664,73,4.5,Young's Double Chocolate Stout,Milk / Sweet Stout
158,50176,4.5,Chocolate Oak Aged Yeti,American Double / Imperial Stout
68,24071,4.5,Gonzo Imperial Porter,Baltic Porter
187,7712,3.5,Lindemans Faro Lambic,Faro
141,2368,2.0,Smuttynose Scotch Style Ale (Big Beer Series),Scotch Ale / Wee Heavy
2681,8919,4.5,G'Knight Imperial Red Ale,American Double / Imperial IPA
200,16439,3.5,Talon - True Style Barley Wine Ale,American Barleywine
215,1346,4.0,Chimay Tripel (White),Tripel
35,101,3.5,Samuel Adams Winter Lager,Bock
112,37112,4.0,Le Merle,Saison / Farmhouse Ale
18134,1119,4.0,Redhook ESB,Extra Special / Strong Bitter (ESB)
402,24395,4.0,Dominion Millennium Ale,English Barleywine
287,17112,4.5,Bell's Hopslam Ale,American Double / Imperial IPA
435,21010,3.0,Piedmont Porter,American Porter
2874,6804,4.5,St. Feuillien Cuvée De Noël,Belgian Strong Dark Ale
637,1717,4.0,Saison Dupont,Saison / Farmhouse Ale
26,1158,4.5,Pride & Joy Mild Ale,American Pale Ale (APA)
1628,9755,4.0,Double White Ale,Witbier
22,694,4.0,Don de Dieu,Belgian Strong Pale Ale
22,33,4.0,Maudite,Belgian Strong Dark Ale
743,21324,4.0,Hop Hog India Pale Ale,American IPA
124,387,4.0,Salvator Doppel Bock,Doppelbock
164,438,3.5,Le Coq Imperial Extra Double Stout,Russian Imperial Stout
29,32543,4.0,Michelob Bavarian Style Wheat,Hefeweizen
321,27804,4.0,Houblon Chouffe Dobbelen IPA Tripel,Belgian IPA
4146,54120,4.0,Big Barrel Double IPA,American Double / Imperial IPA
751,5554,4.0,Big Sky IPA,American IPA
1199,35036,3.5,Founders Backwoods Bastard,Scotch Ale / Wee Heavy
10099,59151,4.5,Miles Davis' Bitches Brew,Russian Imperial Stout
710,2967,3.0,Leinenkugel's Berry Weiss,Fruit / Vegetable Beer
478,1823,1.5,Labatt Blue Light,Light Lager
18134,55,4.0,Redhook Double Black Stout (with Coffee),American Double / Imperial Stout
139,693,3.0,Shipyard IPA,English India Pale Ale (IPA)
10099,1153,3.5,Chicory Stout,American Stout
220,1372,3.0,Maximus,American Double / Imperial IPA
10707,5688,4.0,Trader Joe's Stockyard Oatmeal Stout,Oatmeal Stout
220,35397,4.0,Lagunitas Lucky 13 Mondo Large Red Ale,American Amber / Red Ale
454,65809,4.0,Bourbon Barrel Aged Shipwreck Porter,Baltic Porter
402,1192,3.5,Dominion Oak Barrel Stout,American Stout
335,57295,3.5,New Holland El Mole Ocho,Herbed / Spiced Beer
401,4694,4.0,Baltika #6 Porter,Baltic Porter
158,42723,4.5,Espresso Oak Aged Yeti Imperial Stout,American Double / Imperial Stout
5318,34203,2.5,Santa's Little Helper,Russian Imperial Stout
99,6796,4.0,Saranac Chocolate Amber Lager,Euro Dark Lager
118,401,4.5,Dark Island,Scottish Ale
358,927,5.0,Beamish Irish Stout,Irish Dry Stout
